review,reply,label,style
This phone left me feeling it was second-rate.,Sorry to hear this phone didn't work out.,0,standard
wasn't expecting much but the concert actually delivered,That's great to hear about the concert!,1,drift
the delivery 2/10 do not recommend,Sorry to hear the delivery didn't work out.,0,drift
"the concert was a whole vibe, loved it",Thanks for sharing — happy the concert worked out so well!,1,drift
My experience with the flight was disappointing.,Sorry the flight let you down — thanks for the feedback.,0,standard
wow the service really outdid itself in disappointing me,"That's disappointing to hear about the service, sorry about that.",0,drift
This laptop left me feeling it was mediocre.,"That sounds frustrating, we'll look into this laptop.",0,standard
wow the gym membership really outdid itself in disappointing me,"That sounds frustrating, we'll look into the gym membership.",0,drift
This phone left me feeling it was excellent.,Love that! Thanks for the kind words about this phone.,1,standard
the flight lowkey ruined my day ngl,We apologize for the trouble with the flight.,0,drift
not me loving the movie this much lol,That's great to hear about the movie!,1,drift
"Honestly, this laptop turned out excellent.",That's great to hear about this laptop!,1,standard
This book left me feeling it was poorly made.,"Sorry about that experience with this book, we'll do better.",0,standard
The restaurant was genuinely outstanding.,"Awesome, sounds like the restaurant really impressed you!",1,standard
"can't stop thinking about this book, so good!!","Awesome, sounds like this book really impressed you!",1,drift
"Honestly, this recipe turned out mediocre.",Sorry to hear this recipe didn't work out.,0,standard
"Honestly, this jacket turned out reliable.",So glad you loved this jacket!,1,standard
"The coffee was superb, overall.",Love that! Thanks for the kind words about the coffee.,1,standard
this bakery... yeah no thx 💀,"That's disappointing to hear about this bakery, sorry about that.",0,drift
My experience with this camera was wonderful.,That's great to hear about this camera!,1,standard
"This game was mediocre, overall.",We apologize for the trouble with this game.,0,standard
wow this book really outdid itself in disappointing me,Sorry to hear this book didn't work out.,0,drift
"This bakery was underwhelming, overall.","That sounds frustrating, we'll look into this bakery.",0,standard
"The coffee was unsatisfactory, overall.","That's disappointing to hear about the coffee, sorry about that.",0,standard
I found the hotel room to be excellent.,That's great to hear about the hotel room!,1,standard
"shoutout to the customer support, genuinely great","Awesome, sounds like the customer support really impressed you!",1,drift
the customer support 2/10 do not recommend,Sorry to hear the customer support didn't work out.,0,drift
the movie is a hard pass fr,"That's disappointing to hear about the movie, sorry about that.",0,drift
"The podcast was unsatisfactory, overall.","Sorry about that experience with the podcast, we'll do better.",0,standard
this jacket slaps fr fr,"Awesome, sounds like this jacket really impressed you!",1,drift
this phone deadass changed my life lol,That's great to hear about this phone!,1,drift
"This course was frustrating, overall.","That sounds frustrating, we'll look into this course.",0,standard
"Honestly, this game turned out fantastic.",Thanks for sharing — happy this game worked out so well!,1,standard
"The restaurant was unsatisfactory, overall.","That's disappointing to hear about the restaurant, sorry about that.",0,standard
The gym membership was genuinely poorly made.,"That's disappointing to hear about the gym membership, sorry about that.",0,standard
"the delivery was a whole vibe, loved it",Thanks for sharing — happy the delivery worked out so well!,1,drift
"this software update was so overhyped, big letdown",We apologize for the trouble with this software update.,0,drift
I found the delivery to be underwhelming.,"Sorry about that experience with the delivery, we'll do better.",0,standard
This game was genuinely disappointing.,Sorry to hear this game didn't work out.,0,standard
This jacket left me feeling it was boring.,We apologize for the trouble with this jacket.,0,standard
"this phone was so overhyped, big letdown","Sorry about that experience with this phone, we'll do better.",0,drift
totally thrilled that this software update wasted my time,Sorry to hear this software update didn't work out.,0,drift
the service really said main character energy,"Awesome, sounds like the service really impressed you!",1,drift
My experience with this game was boring.,Sorry this game let you down — thanks for the feedback.,0,standard
"This camera was superb, overall.",That's great to hear about this camera!,1,standard
"color me surprised, this bakery was actually decent","That's wonderful, thanks for letting us know about this bakery!",1,drift
totally thrilled that this recipe wasted my time,We apologize for the trouble with this recipe.,0,drift
this camera 2/10 do not recommend,Sorry this camera let you down — thanks for the feedback.,0,drift
the new album was mid tbh,"Sorry about that experience with the new album, we'll do better.",0,drift
"this camera was so overhyped, big letdown","That's disappointing to hear about this camera, sorry about that.",0,drift
"In my opinion, this course is disappointing.","That's disappointing to hear about this course, sorry about that.",0,standard
"Honestly, this camera turned out underwhelming.","Sorry about that experience with this camera, we'll do better.",0,standard
obsessed w the hotel room rn 😭❤️,So glad you loved the hotel room!,1,drift
My experience with the coffee was unreliable.,Sorry the coffee let you down — thanks for the feedback.,0,standard
this course 10/10 would recommend,Thanks for sharing — happy this course worked out so well!,1,drift
I found the museum to be frustrating.,"That's disappointing to hear about the museum, sorry about that.",0,standard
This software update left me feeling it was outstanding.,"That's wonderful, thanks for letting us know about this software update!",1,standard
the movie really said main character energy,"That's wonderful, thanks for letting us know about the movie!",1,drift
wow this jacket really said let me disappoint you,"That's disappointing to hear about this jacket, sorry about that.",0,drift
"This jacket was enjoyable, overall.",So glad you loved this jacket!,1,standard
"This book was underwhelming, overall.",Sorry to hear this book didn't work out.,0,standard
The delivery left me feeling it was unreliable.,"Sorry about that experience with the delivery, we'll do better.",0,standard
"This show was great, overall.",Thanks for sharing — happy this show worked out so well!,1,standard
The museum was genuinely superb.,Thanks for sharing — happy the museum worked out so well!,1,standard
"color me surprised, this recipe was actually decent",So glad you loved this recipe!,1,drift
"Honestly, this camera turned out unsatisfactory.","Sorry about that experience with this camera, we'll do better.",0,standard
wasn't expecting much but the restaurant actually delivered,That's great to hear about the restaurant!,1,drift
This jacket was genuinely great.,Thanks for sharing — happy this jacket worked out so well!,1,standard
the customer support was mid tbh,"Sorry about that experience with the customer support, we'll do better.",0,drift
"Honestly, the restaurant turned out terrible.",We apologize for the trouble with the restaurant.,0,standard
My experience with this app was second-rate.,Sorry this app let you down — thanks for the feedback.,0,standard
ngl the flight is actually fire 🔥,"Awesome, sounds like the flight really impressed you!",1,drift
"In my opinion, this phone is reliable.",So glad you loved this phone!,1,standard
wasn't expecting much but this software update actually delivered,"Awesome, sounds like this software update really impressed you!",1,drift
My experience with this recipe was satisfying.,So glad you loved this recipe!,1,standard
The restaurant left me feeling it was top-notch.,So glad you loved the restaurant!,1,standard
the flight is a hard pass fr,"Sorry about that experience with the flight, we'll do better.",0,drift
wasn't expecting much but this app actually delivered,"That's wonderful, thanks for letting us know about this app!",1,drift
"Honestly, this recipe turned out fantastic.",That's great to hear about this recipe!,1,standard
"Honestly, this bakery turned out awful.","That sounds frustrating, we'll look into this bakery.",0,standard
This course was genuinely wonderful.,"Awesome, sounds like this course really impressed you!",1,standard
The concert was genuinely satisfying.,"That's wonderful, thanks for letting us know about the concert!",1,standard
"In my opinion, this software update is superb.",That's great to hear about this software update!,1,standard
I found this book to be mediocre.,"That's disappointing to hear about this book, sorry about that.",0,standard
This laptop left me feeling it was unsatisfactory.,"That's disappointing to hear about this laptop, sorry about that.",0,standard
The service was genuinely frustrating.,Sorry the service let you down — thanks for the feedback.,0,standard
not me loving the flight this much lol,That's great to hear about the flight!,1,drift
"This jacket was well-made, overall.",Love that! Thanks for the kind words about this jacket.,1,standard
this course deadass changed my life lol,"Awesome, sounds like this course really impressed you!",1,drift
This jacket left me feeling it was fantastic.,Love that! Thanks for the kind words about this jacket.,1,standard
"great job the podcast, truly inspiring levels of bad","That's disappointing to hear about the podcast, sorry about that.",0,drift
the flight slaps fr fr,So glad you loved the flight!,1,drift
not me loving the new album this much lol,Thanks for sharing — happy the new album worked out so well!,1,drift
This recipe was genuinely fantastic.,Thanks for sharing — happy this recipe worked out so well!,1,standard
"In my opinion, this phone is enjoyable.",Love that! Thanks for the kind words about this phone.,1,standard
not me loving the podcast this much lol,Love that! Thanks for the kind words about the podcast.,1,drift
This bakery left me feeling it was terrible.,Sorry this bakery let you down — thanks for the feedback.,0,standard
I found the coffee to be boring.,We apologize for the trouble with the coffee.,0,standard
the restaurant slaps fr fr,"That's wonderful, thanks for letting us know about the restaurant!",1,drift
"The gym membership was great, overall.",So glad you loved the gym membership!,1,standard
"The restaurant was wonderful, overall.",Love that! Thanks for the kind words about the restaurant.,1,standard
"the coffee was a whole vibe, loved it",Love that! Thanks for the kind words about the coffee.,1,drift
This game left me feeling it was great.,"Awesome, sounds like this game really impressed you!",1,standard
the hotel room mid af ngl,"Sorry about that experience with the hotel room, we'll do better.",0,drift
This camera was genuinely outstanding.,"Awesome, sounds like this camera really impressed you!",1,standard
"This phone was superb, overall.",Love that! Thanks for the kind words about this phone.,1,standard
the restaurant is elite fr,Love that! Thanks for the kind words about the restaurant.,1,drift
My experience with this laptop was subpar.,Sorry to hear this laptop didn't work out.,0,standard
the gym membership really said main character energy,Thanks for sharing — happy the gym membership worked out so well!,1,drift
this bakery was mid tbh,Sorry to hear this bakery didn't work out.,0,drift
My experience with this software update was excellent.,So glad you loved this software update!,1,standard
lol this game is straight up trash,"That's disappointing to hear about this game, sorry about that.",0,drift
the service is a hard pass fr,Sorry the service let you down — thanks for the feedback.,0,drift
"Honestly, this jacket turned out enjoyable.",Love that! Thanks for the kind words about this jacket.,1,standard
"In my opinion, the restaurant is excellent.",That's great to hear about the restaurant!,1,standard
"Honestly, this bakery turned out second-rate.",Sorry this bakery let you down — thanks for the feedback.,0,standard
the hotel room straight up flopped ngl,Sorry to hear the hotel room didn't work out.,0,drift
"In my opinion, the new album is frustrating.","That sounds frustrating, we'll look into the new album.",0,standard
My experience with the new album was unreliable.,"That's disappointing to hear about the new album, sorry about that.",0,standard
this show 10/10 would recommend,So glad you loved this show!,1,drift
the concert... yeah no thx 💀,"That's disappointing to hear about the concert, sorry about that.",0,drift
The flight was genuinely unreliable.,"That sounds frustrating, we'll look into the flight.",0,standard
wow this camera really said let me disappoint you,"That sounds frustrating, we'll look into this camera.",0,drift
This app was genuinely top-notch.,Thanks for sharing — happy this app worked out so well!,1,standard
"big yikes, this camera was rough 😬",We apologize for the trouble with this camera.,0,drift
the service is elite fr,That's great to hear about the service!,1,drift
I found the movie to be unreliable.,"That's disappointing to hear about the movie, sorry about that.",0,standard
"In my opinion, this phone is unreliable.",Sorry to hear this phone didn't work out.,0,standard
"can't stop thinking about the flight, so good!!",That's great to hear about the flight!,1,drift
the movie mid af ngl,"That sounds frustrating, we'll look into the movie.",0,drift
This app was genuinely well-made.,That's great to hear about this app!,1,standard
This course left me feeling it was disappointing.,"That sounds frustrating, we'll look into this course.",0,standard
the new album straight up flopped ngl,Sorry the new album let you down — thanks for the feedback.,0,drift
the hotel room... yeah no thx 💀,"Sorry about that experience with the hotel room, we'll do better.",0,drift
"big yikes, the customer support was rough 😬",Sorry the customer support let you down — thanks for the feedback.,0,drift
the delivery is giving excellence tbh,"That's wonderful, thanks for letting us know about the delivery!",1,drift
this laptop straight up flopped ngl,Sorry this laptop let you down — thanks for the feedback.,0,drift
This jacket left me feeling it was satisfying.,So glad you loved this jacket!,1,standard
"In my opinion, this app is second-rate.","That's disappointing to hear about this app, sorry about that.",0,standard
ngl this show is actually fire 🔥,So glad you loved this show!,1,drift
"In my opinion, this software update is reliable.",Love that! Thanks for the kind words about this software update.,1,standard
"Honestly, the museum turned out frustrating.","That's disappointing to hear about the museum, sorry about that.",0,standard
the flight hit different 🙌,Love that! Thanks for the kind words about the flight.,1,drift
okay the customer support is actually kinda amazing ngl,That's great to hear about the customer support!,1,drift
ngl the delivery is actually fire 🔥,Thanks for sharing — happy the delivery worked out so well!,1,drift
This recipe left me feeling it was reliable.,"Awesome, sounds like this recipe really impressed you!",1,standard
the movie lowkey ruined my day ngl,"That's disappointing to hear about the movie, sorry about that.",0,drift
the coffee hit different 🙌,"That's wonderful, thanks for letting us know about the coffee!",1,drift
"Honestly, the flight turned out frustrating.",Sorry to hear the flight didn't work out.,0,standard
"The concert was outstanding, overall.",So glad you loved the concert!,1,standard
okay the movie is actually kinda amazing ngl,"Awesome, sounds like the movie really impressed you!",1,drift
"The restaurant was enjoyable, overall.","That's wonderful, thanks for letting us know about the restaurant!",1,standard
this jacket mid af ngl,Sorry this jacket let you down — thanks for the feedback.,0,drift
The new album was genuinely boring.,"Sorry about that experience with the new album, we'll do better.",0,standard
I found this game to be subpar.,Sorry this game let you down — thanks for the feedback.,0,standard
"Honestly, the restaurant turned out mediocre.","That's disappointing to hear about the restaurant, sorry about that.",0,standard
I found the coffee to be unreliable.,"That sounds frustrating, we'll look into the coffee.",0,standard
this software update hit different 🙌,Love that! Thanks for the kind words about this software update.,1,drift
"Honestly, this game turned out impressive.",That's great to hear about this game!,1,standard
I found the service to be reliable.,So glad you loved the service!,1,standard
not me loving this course this much lol,That's great to hear about this course!,1,drift
The hotel room left me feeling it was terrible.,"Sorry about that experience with the hotel room, we'll do better.",0,standard
My experience with the movie was disappointing.,Sorry to hear the movie didn't work out.,0,standard
"Honestly, the new album turned out underwhelming.","That's disappointing to hear about the new album, sorry about that.",0,standard
"Honestly, this game turned out poorly made.","That sounds frustrating, we'll look into this game.",0,standard
My experience with the hotel room was well-made.,Love that! Thanks for the kind words about the hotel room.,1,standard
"Honestly, the new album turned out impressive.",Love that! Thanks for the kind words about the new album.,1,standard
the museum... yeah no thx 💀,"That's disappointing to hear about the museum, sorry about that.",0,drift
the podcast is a hard pass fr,"Sorry about that experience with the podcast, we'll do better.",0,drift
lol this software update is straight up trash,We apologize for the trouble with this software update.,0,drift
The concert left me feeling it was top-notch.,"That's wonderful, thanks for letting us know about the concert!",1,standard
the museum is elite fr,So glad you loved the museum!,1,drift
"This laptop was enjoyable, overall.",Thanks for sharing — happy this laptop worked out so well!,1,standard
I found the hotel room to be impressive.,"Awesome, sounds like the hotel room really impressed you!",1,standard
The service left me feeling it was top-notch.,"Awesome, sounds like the service really impressed you!",1,standard
"This bakery was excellent, overall.",So glad you loved this bakery!,1,standard
The coffee was genuinely impressive.,That's great to hear about the coffee!,1,standard
"Honestly, the flight turned out superb.",Love that! Thanks for the kind words about the flight.,1,standard
"The restaurant was superb, overall.",Love that! Thanks for the kind words about the restaurant.,1,standard
The flight left me feeling it was frustrating.,Sorry to hear the flight didn't work out.,0,standard
My experience with this game was mediocre.,We apologize for the trouble with this game.,0,standard
wow this book really said let me disappoint you,Sorry to hear this book didn't work out.,0,drift
wow the museum really said let me disappoint you,Sorry to hear the museum didn't work out.,0,drift
not this game being this bad 😭,"Sorry about that experience with this game, we'll do better.",0,drift
this recipe is a hard pass fr,"Sorry about that experience with this recipe, we'll do better.",0,drift
this book lowkey ruined my day ngl,"Sorry about that experience with this book, we'll do better.",0,drift
"This phone was great, overall.",That's great to hear about this phone!,1,standard
My experience with this camera was fantastic.,"That's wonderful, thanks for letting us know about this camera!",1,standard
"Honestly, the hotel room turned out disappointing.",Sorry to hear the hotel room didn't work out.,0,standard
the concert is giving excellence tbh,Love that! Thanks for the kind words about the concert.,1,drift
"color me surprised, this software update was actually decent",So glad you loved this software update!,1,drift
this app hit different 🙌,"Awesome, sounds like this app really impressed you!",1,drift
I found the customer support to be excellent.,"Awesome, sounds like the customer support really impressed you!",1,standard
cant believe the service was this disappointing lol,"That's disappointing to hear about the service, sorry about that.",0,drift
the coffee deadass changed my life lol,"That's wonderful, thanks for letting us know about the coffee!",1,drift
this jacket was mid tbh,We apologize for the trouble with this jacket.,0,drift
the coffee mid af ngl,We apologize for the trouble with the coffee.,0,drift
My experience with this phone was terrible.,"That sounds frustrating, we'll look into this phone.",0,standard
The movie left me feeling it was mediocre.,Sorry to hear the movie didn't work out.,0,standard
I found the restaurant to be well-made.,So glad you loved the restaurant!,1,standard
This bakery was genuinely fantastic.,That's great to hear about this bakery!,1,standard
"great job this jacket, truly inspiring levels of bad",Sorry this jacket let you down — thanks for the feedback.,0,drift
My experience with this phone was top-notch.,"Awesome, sounds like this phone really impressed you!",1,standard
the restaurant is a hard pass fr,We apologize for the trouble with the restaurant.,0,drift
This recipe was genuinely unsatisfactory.,"That sounds frustrating, we'll look into this recipe.",0,standard
this book really said main character energy,Love that! Thanks for the kind words about this book.,1,drift
The delivery left me feeling it was poorly made.,"Sorry about that experience with the delivery, we'll do better.",0,standard
"In my opinion, this camera is poorly made.","Sorry about that experience with this camera, we'll do better.",0,standard
I found this recipe to be outstanding.,That's great to hear about this recipe!,1,standard
The concert was genuinely fantastic.,Love that! Thanks for the kind words about the concert.,1,standard
"big yikes, the hotel room was rough 😬","That sounds frustrating, we'll look into the hotel room.",0,drift
This game was genuinely impressive.,That's great to hear about this game!,1,standard
"Honestly, this show turned out satisfying.",Love that! Thanks for the kind words about this show.,1,standard
My experience with this app was terrible.,Sorry this app let you down — thanks for the feedback.,0,standard
The hotel room was genuinely great.,"Awesome, sounds like the hotel room really impressed you!",1,standard
I found this phone to be superb.,Thanks for sharing — happy this phone worked out so well!,1,standard
"Honestly, this laptop turned out awful.","That's disappointing to hear about this laptop, sorry about that.",0,standard
"The podcast was satisfying, overall.",So glad you loved the podcast!,1,standard
My experience with the flight was fantastic.,So glad you loved the flight!,1,standard
"yeah this laptop was amazing, said no one ever",We apologize for the trouble with this laptop.,0,drift
"Honestly, the delivery turned out disappointing.","That's disappointing to hear about the delivery, sorry about that.",0,standard
"Honestly, this book turned out reliable.","Awesome, sounds like this book really impressed you!",1,standard
"In my opinion, the hotel room is outstanding.",So glad you loved the hotel room!,1,standard
The delivery left me feeling it was mediocre.,"That's disappointing to hear about the delivery, sorry about that.",0,standard
"This show was reliable, overall.","That's wonderful, thanks for letting us know about this show!",1,standard
"In my opinion, this phone is excellent.","That's wonderful, thanks for letting us know about this phone!",1,standard
This software update was genuinely fantastic.,Thanks for sharing — happy this software update worked out so well!,1,standard
this app got me smiling like an idiot ngl,That's great to hear about this app!,1,drift
okay the flight is actually kinda amazing ngl,That's great to hear about the flight!,1,drift
the flight 10/10 would recommend,"Awesome, sounds like the flight really impressed you!",1,drift
This recipe left me feeling it was terrible.,Sorry this recipe let you down — thanks for the feedback.,0,standard
"oh great, this show broke again, love that for me","That sounds frustrating, we'll look into this show.",0,drift
"color me surprised, the gym membership was actually decent",Love that! Thanks for the kind words about the gym membership.,1,drift
"The service was outstanding, overall.",Thanks for sharing — happy the service worked out so well!,1,standard
"color me surprised, the restaurant was actually decent",Thanks for sharing — happy the restaurant worked out so well!,1,drift
this course got me smiling like an idiot ngl,That's great to hear about this course!,1,drift
totally thrilled that the movie wasted my time,We apologize for the trouble with the movie.,0,drift
"This app was excellent, overall.","Awesome, sounds like this app really impressed you!",1,standard
"In my opinion, this software update is top-notch.",Thanks for sharing — happy this software update worked out so well!,1,standard
"Honestly, the museum turned out satisfying.",Thanks for sharing — happy the museum worked out so well!,1,standard
"big yikes, the concert was rough 😬","That's disappointing to hear about the concert, sorry about that.",0,drift
The gym membership left me feeling it was enjoyable.,Thanks for sharing — happy the gym membership worked out so well!,1,standard
I found this laptop to be terrible.,"That's disappointing to hear about this laptop, sorry about that.",0,standard
"This app was top-notch, overall.",Love that! Thanks for the kind words about this app.,1,standard
The coffee left me feeling it was frustrating.,We apologize for the trouble with the coffee.,0,standard
"color me surprised, the museum was actually decent","Awesome, sounds like the museum really impressed you!",1,drift
lol this phone is straight up trash,Sorry to hear this phone didn't work out.,0,drift
the movie straight up flopped ngl,"That sounds frustrating, we'll look into the movie.",0,drift
"big yikes, the flight was rough 😬","That's disappointing to hear about the flight, sorry about that.",0,drift
The customer support was genuinely underwhelming.,"That sounds frustrating, we'll look into the customer support.",0,standard
this phone is actually so underrated,Thanks for sharing — happy this phone worked out so well!,1,drift
My experience with the movie was reliable.,"That's wonderful, thanks for letting us know about the movie!",1,standard
"can't stop thinking about this camera, so good!!",That's great to hear about this camera!,1,drift
The museum left me feeling it was underwhelming.,Sorry to hear the museum didn't work out.,0,standard
The new album left me feeling it was excellent.,Love that! Thanks for the kind words about the new album.,1,standard
ngl this game is actually fire 🔥,That's great to hear about this game!,1,drift
"Honestly, this laptop turned out impressive.",That's great to hear about this laptop!,1,standard
I found the gym membership to be terrible.,We apologize for the trouble with the gym membership.,0,standard
"In my opinion, the customer support is wonderful.","That's wonderful, thanks for letting us know about the customer support!",1,standard
"Honestly, this recipe turned out impressive.",Love that! Thanks for the kind words about this recipe.,1,standard
"This game was second-rate, overall.","That's disappointing to hear about this game, sorry about that.",0,standard
The restaurant left me feeling it was superb.,So glad you loved the restaurant!,1,standard
The service was genuinely outstanding.,That's great to hear about the service!,1,standard
"The podcast was second-rate, overall.","That sounds frustrating, we'll look into the podcast.",0,standard
"In my opinion, this book is frustrating.","That sounds frustrating, we'll look into this book.",0,standard
"The service was great, overall.",Love that! Thanks for the kind words about the service.,1,standard
My experience with this camera was boring.,"Sorry about that experience with this camera, we'll do better.",0,standard
"Honestly, this camera turned out satisfying.","Awesome, sounds like this camera really impressed you!",1,standard
"Honestly, the new album turned out frustrating.",Sorry the new album let you down — thanks for the feedback.,0,standard
The gym membership left me feeling it was wonderful.,Thanks for sharing — happy the gym membership worked out so well!,1,standard
the hotel room 2/10 do not recommend,"That sounds frustrating, we'll look into the hotel room.",0,drift
This camera was genuinely well-made.,Love that! Thanks for the kind words about this camera.,1,standard
"Honestly, the coffee turned out subpar.",We apologize for the trouble with the coffee.,0,standard
"The customer support was terrible, overall.","That's disappointing to hear about the customer support, sorry about that.",0,standard
obsessed w this recipe rn 😭❤️,So glad you loved this recipe!,1,drift
I found the movie to be well-made.,So glad you loved the movie!,1,standard
okay this book is actually kinda amazing ngl,Love that! Thanks for the kind words about this book.,1,drift
"In my opinion, this app is terrible.",Sorry this app let you down — thanks for the feedback.,0,standard
My experience with this show was poorly made.,We apologize for the trouble with this show.,0,standard
the flight is giving excellence tbh,So glad you loved the flight!,1,drift
This camera left me feeling it was enjoyable.,Love that! Thanks for the kind words about this camera.,1,standard
The customer support was genuinely awful.,We apologize for the trouble with the customer support.,0,standard
My experience with this game was reliable.,So glad you loved this game!,1,standard
"This course was disappointing, overall.","Sorry about that experience with this course, we'll do better.",0,standard
This bakery was genuinely unsatisfactory.,We apologize for the trouble with this bakery.,0,standard
The coffee was genuinely fantastic.,That's great to hear about the coffee!,1,standard
"This camera was underwhelming, overall.","That's disappointing to hear about this camera, sorry about that.",0,standard
The movie left me feeling it was top-notch.,That's great to hear about the movie!,1,standard
"big yikes, this software update was rough 😬","That's disappointing to hear about this software update, sorry about that.",0,drift
the delivery... yeah no thx 💀,"Sorry about that experience with the delivery, we'll do better.",0,drift
wow this show really outdid itself in disappointing me,"That sounds frustrating, we'll look into this show.",0,drift
cant believe the delivery was this disappointing lol,Sorry to hear the delivery didn't work out.,0,drift
wow the coffee really outdid itself in disappointing me,We apologize for the trouble with the coffee.,0,drift
wow the movie really said let me disappoint you,"That sounds frustrating, we'll look into the movie.",0,drift
"Honestly, the flight turned out well-made.",Love that! Thanks for the kind words about the flight.,1,standard
"In my opinion, this laptop is top-notch.",That's great to hear about this laptop!,1,standard
this camera mid af ngl,Sorry this camera let you down — thanks for the feedback.,0,drift
I found the movie to be boring.,"That's disappointing to hear about the movie, sorry about that.",0,standard
this jacket got me smiling like an idiot ngl,So glad you loved this jacket!,1,drift
This laptop was genuinely satisfying.,So glad you loved this laptop!,1,standard
"the museum was so overhyped, big letdown",Sorry the museum let you down — thanks for the feedback.,0,drift
I found the restaurant to be reliable.,"That's wonderful, thanks for letting us know about the restaurant!",1,standard
this phone is a hard pass fr,"Sorry about that experience with this phone, we'll do better.",0,drift
wasn't expecting much but the new album actually delivered,"Awesome, sounds like the new album really impressed you!",1,drift
This camera was genuinely wonderful.,"That's wonderful, thanks for letting us know about this camera!",1,standard
this bakery 2/10 do not recommend,Sorry this bakery let you down — thanks for the feedback.,0,drift
The movie was genuinely underwhelming.,We apologize for the trouble with the movie.,0,standard
"In my opinion, the customer support is unreliable.",Sorry to hear the customer support didn't work out.,0,standard
My experience with this recipe was impressive.,"Awesome, sounds like this recipe really impressed you!",1,standard
"This camera was excellent, overall.","Awesome, sounds like this camera really impressed you!",1,standard
"In my opinion, this phone is underwhelming.","That's disappointing to hear about this phone, sorry about that.",0,standard
The concert was genuinely awful.,Sorry the concert let you down — thanks for the feedback.,0,standard
This jacket was genuinely subpar.,"That sounds frustrating, we'll look into this jacket.",0,standard
"Honestly, the coffee turned out unreliable.","Sorry about that experience with the coffee, we'll do better.",0,standard
this show is elite fr,"Awesome, sounds like this show really impressed you!",1,drift
"shoutout to the gym membership, genuinely great",So glad you loved the gym membership!,1,drift
obsessed w the flight rn 😭❤️,Love that! Thanks for the kind words about the flight.,1,drift
My experience with the hotel room was superb.,That's great to hear about the hotel room!,1,standard
the concert was mid tbh,"Sorry about that experience with the concert, we'll do better.",0,drift
I found this show to be fantastic.,Love that! Thanks for the kind words about this show.,1,standard
I found this course to be underwhelming.,Sorry this course let you down — thanks for the feedback.,0,standard
"color me surprised, the hotel room was actually decent","That's wonderful, thanks for letting us know about the hotel room!",1,drift
"the museum was a whole vibe, loved it",So glad you loved the museum!,1,drift
"great job the movie, truly inspiring levels of bad","Sorry about that experience with the movie, we'll do better.",0,drift
this course... yeah no thx 💀,We apologize for the trouble with this course.,0,drift
"Honestly, this camera turned out well-made.",That's great to hear about this camera!,1,standard
"somehow this jacket didn't disappoint for once, shocking",So glad you loved this jacket!,1,drift
the customer support hit different 🙌,"That's wonderful, thanks for letting us know about the customer support!",1,drift
