text,label,style
"Honestly, the movie turned out underwhelming.",0,standard
"In my opinion, this phone is well-made.",1,standard
"The new album was underwhelming, overall.",0,standard
My experience with the coffee was reliable.,1,standard
"In my opinion, this bakery is excellent.",1,standard
I found this game to be enjoyable.,1,standard
"This book was enjoyable, overall.",1,standard
My experience with the delivery was well-made.,1,standard
This bakery left me feeling it was wonderful.,1,standard
"In my opinion, the concert is unsatisfactory.",0,standard
"In my opinion, this course is well-made.",1,standard
"This bakery was wonderful, overall.",1,standard
"The delivery was reliable, overall.",1,standard
My experience with the customer support was subpar.,0,standard
"Honestly, the movie turned out enjoyable.",1,standard
I found this camera to be unreliable.,0,standard
The new album was genuinely enjoyable.,1,standard
I found the service to be unreliable.,0,standard
The hotel room was genuinely mediocre.,0,standard
This laptop was genuinely unreliable.,0,standard
My experience with the delivery was superb.,1,standard
The restaurant left me feeling it was disappointing.,0,standard
"This recipe was impressive, overall.",1,standard
This app left me feeling it was excellent.,1,standard
"The customer support was outstanding, overall.",1,standard
The hotel room left me feeling it was outstanding.,1,standard
"In my opinion, the delivery is wonderful.",1,standard
The concert was genuinely top-notch.,1,standard
My experience with this course was excellent.,1,standard
This bakery left me feeling it was fantastic.,1,standard
This book left me feeling it was top-notch.,1,standard
I found the restaurant to be mediocre.,0,standard
"In my opinion, the new album is terrible.",0,standard
I found this bakery to be impressive.,1,standard
"Honestly, the concert turned out top-notch.",1,standard
The delivery left me feeling it was awful.,0,standard
The coffee left me feeling it was enjoyable.,1,standard
"This jacket was superb, overall.",1,standard
I found this recipe to be fantastic.,1,standard
This app was genuinely excellent.,1,standard
I found the museum to be enjoyable.,1,standard
This course was genuinely boring.,0,standard
This app was genuinely terrible.,0,standard
"In my opinion, the concert is superb.",1,standard
"In my opinion, the service is impressive.",1,standard
"In my opinion, the service is mediocre.",0,standard
"This game was enjoyable, overall.",1,standard
"The new album was frustrating, overall.",0,standard
The coffee was genuinely wonderful.,1,standard
"In my opinion, this course is subpar.",0,standard
"In my opinion, this recipe is great.",1,standard
I found the coffee to be top-notch.,1,standard
My experience with the coffee was outstanding.,1,standard
"Honestly, the hotel room turned out subpar.",0,standard
"Honestly, this app turned out terrible.",0,standard
The gym membership left me feeling it was unsatisfactory.,0,standard
The gym membership was genuinely boring.,0,standard
"In my opinion, the new album is second-rate.",0,standard
I found this laptop to be great.,1,standard
"Honestly, the restaurant turned out enjoyable.",1,standard
"This camera was wonderful, overall.",1,standard
"In my opinion, the service is wonderful.",1,standard
"Honestly, the movie turned out poorly made.",0,standard
"In my opinion, this phone is boring.",0,standard
"The delivery was satisfying, overall.",1,standard
The gym membership left me feeling it was frustrating.,0,standard
"Honestly, this laptop turned out fantastic.",1,standard
My experience with the podcast was terrible.,0,standard
My experience with this course was subpar.,0,standard
"In my opinion, the flight is reliable.",1,standard
"This camera was well-made, overall.",1,standard
My experience with this phone was frustrating.,0,standard
"In my opinion, the coffee is well-made.",1,standard
"This app was satisfying, overall.",1,standard
"Honestly, the movie turned out awful.",0,standard
My experience with the hotel room was mediocre.,0,standard
My experience with the customer support was superb.,1,standard
"In my opinion, the movie is underwhelming.",0,standard
The podcast was genuinely top-notch.,1,standard
My experience with the restaurant was unreliable.,0,standard
I found the coffee to be subpar.,0,standard
"This camera was excellent, overall.",1,standard
"This software update was mediocre, overall.",0,standard
"In my opinion, this show is great.",1,standard
This show was genuinely awful.,0,standard
The service left me feeling it was awful.,0,standard
"The concert was unsatisfactory, overall.",0,standard
I found the museum to be top-notch.,1,standard
The museum left me feeling it was terrible.,0,standard
My experience with the flight was wonderful.,1,standard
I found this app to be subpar.,0,standard
This software update was genuinely enjoyable.,1,standard
This bakery left me feeling it was frustrating.,0,standard
My experience with the hotel room was great.,1,standard
"The concert was underwhelming, overall.",0,standard
My experience with the museum was poorly made.,0,standard
My experience with this phone was boring.,0,standard
"In my opinion, this camera is superb.",1,standard
The hotel room left me feeling it was well-made.,1,standard
I found the flight to be top-notch.,1,standard
"Honestly, the podcast turned out wonderful.",1,standard
"Honestly, this game turned out superb.",1,standard
This software update left me feeling it was unreliable.,0,standard
"In my opinion, this show is satisfying.",1,standard
This recipe left me feeling it was excellent.,1,standard
My experience with the gym membership was impressive.,1,standard
My experience with the customer support was awful.,0,standard
This jacket was genuinely unreliable.,0,standard
"In my opinion, the delivery is excellent.",1,standard
"Honestly, the service turned out superb.",1,standard
My experience with the delivery was unreliable.,0,standard
"Honestly, this game turned out top-notch.",1,standard
"In my opinion, the new album is enjoyable.",1,standard
"This software update was reliable, overall.",1,standard
The movie left me feeling it was poorly made.,0,standard
I found this camera to be boring.,0,standard
This phone left me feeling it was enjoyable.,1,standard
"The customer support was superb, overall.",1,standard
My experience with this bakery was terrible.,0,standard
My experience with this camera was well-made.,1,standard
"Honestly, the customer support turned out awful.",0,standard
"The customer support was frustrating, overall.",0,standard
"Honestly, the coffee turned out unreliable.",0,standard
My experience with the podcast was mediocre.,0,standard
"In my opinion, the museum is wonderful.",1,standard
I found this app to be awful.,0,standard
My experience with the gym membership was boring.,0,standard
"This phone was great, overall.",1,standard
I found this jacket to be superb.,1,standard
I found this recipe to be wonderful.,1,standard
"In my opinion, the museum is excellent.",1,standard
The delivery was genuinely top-notch.,1,standard
This book was genuinely unsatisfactory.,0,standard
"Honestly, this bakery turned out fantastic.",1,standard
My experience with this show was impressive.,1,standard
"This course was unreliable, overall.",0,standard
I found this phone to be awful.,0,standard
My experience with this show was enjoyable.,1,standard
This course was genuinely excellent.,1,standard
"In my opinion, the concert is satisfying.",1,standard
This recipe left me feeling it was unsatisfactory.,0,standard
This recipe left me feeling it was satisfying.,1,standard
"This app was top-notch, overall.",1,standard
This show was genuinely excellent.,1,standard
"The concert was second-rate, overall.",0,standard
I found the gym membership to be great.,1,standard
"In my opinion, the service is poorly made.",0,standard
"Honestly, this app turned out unreliable.",0,standard
I found this jacket to be great.,1,standard
The customer support was genuinely frustrating.,0,standard
"Honestly, the customer support turned out mediocre.",0,standard
My experience with this camera was fantastic.,1,standard
"In my opinion, this jacket is fantastic.",1,standard
"In my opinion, this bakery is terrible.",0,standard
The museum left me feeling it was unreliable.,0,standard
"The restaurant was second-rate, overall.",0,standard
This show left me feeling it was underwhelming.,0,standard
"Honestly, the podcast turned out impressive.",1,standard
I found the hotel room to be impressive.,1,standard
I found the delivery to be satisfying.,1,standard
"This course was excellent, overall.",1,standard
I found the service to be great.,1,standard
The hotel room was genuinely awful.,0,standard
"In my opinion, the service is second-rate.",0,standard
My experience with this app was well-made.,1,standard
The coffee was genuinely impressive.,1,standard
"In my opinion, the restaurant is boring.",0,standard
This bakery left me feeling it was subpar.,0,standard
"The coffee was frustrating, overall.",0,standard
My experience with this laptop was wonderful.,1,standard
"In my opinion, this phone is top-notch.",1,standard
The concert was genuinely terrible.,0,standard
"In my opinion, the hotel room is subpar.",0,standard
My experience with the delivery was satisfying.,1,standard
I found the service to be subpar.,0,standard
"In my opinion, this jacket is underwhelming.",0,standard
The service left me feeling it was outstanding.,1,standard
"In my opinion, this recipe is unreliable.",0,standard
My experience with the restaurant was frustrating.,0,standard
My experience with the hotel room was impressive.,1,standard
I found the customer support to be unsatisfactory.,0,standard
I found the movie to be frustrating.,0,standard
"Honestly, this bakery turned out outstanding.",1,standard
"Honestly, this game turned out excellent.",1,standard
This phone was genuinely underwhelming.,0,standard
"In my opinion, this show is awful.",0,standard
This book left me feeling it was disappointing.,0,standard
"The podcast was boring, overall.",0,standard
"The podcast was well-made, overall.",1,standard
My experience with the new album was boring.,0,standard
The movie left me feeling it was top-notch.,1,standard
"The coffee was disappointing, overall.",0,standard
"Honestly, this bakery turned out second-rate.",0,standard
I found this laptop to be terrible.,0,standard
The delivery was genuinely unreliable.,0,standard
"Honestly, the service turned out satisfying.",1,standard
My experience with the gym membership was satisfying.,1,standard
The podcast left me feeling it was terrible.,0,standard
The restaurant left me feeling it was well-made.,1,standard
The museum was genuinely boring.,0,standard
"In my opinion, this camera is outstanding.",1,standard
"The museum was impressive, overall.",1,standard
I found the new album to be subpar.,0,standard
"Honestly, this bakery turned out subpar.",0,standard
"This book was unsatisfactory, overall.",0,standard
I found this app to be superb.,1,standard
I found this laptop to be excellent.,1,standard
I found this jacket to be mediocre.,0,standard
"The concert was excellent, overall.",1,standard
"In my opinion, this book is unreliable.",0,standard
"Honestly, the flight turned out unsatisfactory.",0,standard
"This camera was impressive, overall.",1,standard
"Honestly, this show turned out unsatisfactory.",0,standard
"In my opinion, this camera is awful.",0,standard
This game left me feeling it was excellent.,1,standard
"This jacket was subpar, overall.",0,standard
"In my opinion, the flight is superb.",1,standard
"Honestly, the new album turned out frustrating.",0,standard
I found this course to be boring.,0,standard
"Honestly, the customer support turned out enjoyable.",1,standard
"The customer support was impressive, overall.",1,standard
I found the service to be frustrating.,0,standard
"This book was outstanding, overall.",1,standard
"This recipe was well-made, overall.",1,standard
"This jacket was second-rate, overall.",0,standard
"In my opinion, this recipe is fantastic.",1,standard
The flight left me feeling it was outstanding.,1,standard
I found this bakery to be second-rate.,0,standard
"Honestly, this bakery turned out satisfying.",1,standard
"Honestly, the concert turned out mediocre.",0,standard
"This camera was disappointing, overall.",0,standard
This software update left me feeling it was underwhelming.,0,standard
"In my opinion, the new album is underwhelming.",0,standard
"Honestly, the flight turned out mediocre.",0,standard
"This app was impressive, overall.",1,standard
I found this course to be disappointing.,0,standard
"The service was wonderful, overall.",1,standard
The flight was genuinely superb.,1,standard
"Honestly, this phone turned out great.",1,standard
The podcast left me feeling it was superb.,1,standard
I found the movie to be awful.,0,standard
I found this bakery to be reliable.,1,standard
The new album left me feeling it was impressive.,1,standard
"The flight was second-rate, overall.",0,standard
"In my opinion, this show is unsatisfactory.",0,standard
I found the museum to be great.,1,standard
My experience with this course was impressive.,1,standard
I found this game to be mediocre.,0,standard
"Honestly, the restaurant turned out reliable.",1,standard
I found this software update to be top-notch.,1,standard
The new album left me feeling it was terrible.,0,standard
The restaurant was genuinely well-made.,1,standard
"This laptop was subpar, overall.",0,standard
"The gym membership was poorly made, overall.",0,standard
My experience with the coffee was satisfying.,1,standard
"Honestly, the customer support turned out top-notch.",1,standard
This software update left me feeling it was disappointing.,0,standard
"Honestly, the gym membership turned out satisfying.",1,standard
My experience with this software update was satisfying.,1,standard
I found the delivery to be unreliable.,0,standard
I found the new album to be frustrating.,0,standard
"Honestly, the gym membership turned out outstanding.",1,standard
"This show was second-rate, overall.",0,standard
My experience with this recipe was great.,1,standard
"In my opinion, the movie is superb.",1,standard
"Honestly, the gym membership turned out impressive.",1,standard
My experience with the new album was reliable.,1,standard
"In my opinion, the museum is satisfying.",1,standard
My experience with the customer support was impressive.,1,standard
"In my opinion, the gym membership is top-notch.",1,standard
"The movie was frustrating, overall.",0,standard
"This recipe was underwhelming, overall.",0,standard
"Honestly, this software update turned out unsatisfactory.",0,standard
"Honestly, this jacket turned out impressive.",1,standard
"In my opinion, the concert is fantastic.",1,standard
"The service was boring, overall.",0,standard
This book left me feeling it was excellent.,1,standard
"In my opinion, the flight is disappointing.",0,standard
"In my opinion, the museum is superb.",1,standard
"The gym membership was awful, overall.",0,standard
The gym membership was genuinely second-rate.,0,standard
"In my opinion, the service is awful.",0,standard
My experience with the hotel room was top-notch.,1,standard
My experience with the customer support was excellent.,1,standard
The podcast was genuinely excellent.,1,standard
My experience with the museum was underwhelming.,0,standard
"The delivery was excellent, overall.",1,standard
This game left me feeling it was wonderful.,1,standard
This app was genuinely satisfying.,1,standard
This bakery left me feeling it was unsatisfactory.,0,standard
"Honestly, the museum turned out fantastic.",1,standard
"Honestly, the hotel room turned out great.",1,standard
The restaurant left me feeling it was impressive.,1,standard
"Honestly, the new album turned out unreliable.",0,standard
"Honestly, this course turned out excellent.",1,standard
My experience with the hotel room was frustrating.,0,standard
The concert left me feeling it was terrible.,0,standard
My experience with this software update was enjoyable.,1,standard
This recipe was genuinely poorly made.,0,standard
My experience with the podcast was well-made.,1,standard
This recipe left me feeling it was impressive.,1,standard
"Honestly, the delivery turned out mediocre.",0,standard
"Honestly, the restaurant turned out underwhelming.",0,standard
This camera was genuinely terrible.,0,standard
The concert was genuinely underwhelming.,0,standard
"In my opinion, this app is disappointing.",0,standard
This software update was genuinely reliable.,1,standard
"In my opinion, the coffee is disappointing.",0,standard
"Honestly, the gym membership turned out boring.",0,standard
This camera left me feeling it was wonderful.,1,standard
"This bakery was fantastic, overall.",1,standard
"Honestly, the movie turned out impressive.",1,standard
"In my opinion, this book is unsatisfactory.",0,standard
"Honestly, this recipe turned out mediocre.",0,standard
The hotel room left me feeling it was disappointing.,0,standard
I found the service to be satisfying.,1,standard
"In my opinion, this software update is well-made.",1,standard
This course was genuinely satisfying.,1,standard
"The hotel room was outstanding, overall.",1,standard
The concert left me feeling it was frustrating.,0,standard
The movie left me feeling it was unreliable.,0,standard
The gym membership was genuinely frustrating.,0,standard
"Honestly, the coffee turned out wonderful.",1,standard
"In my opinion, the hotel room is poorly made.",0,standard
This laptop left me feeling it was wonderful.,1,standard
"Honestly, the flight turned out awful.",0,standard
"In my opinion, this book is satisfying.",1,standard
The podcast left me feeling it was second-rate.,0,standard
"Honestly, the flight turned out poorly made.",0,standard
My experience with the gym membership was outstanding.,1,standard
"In my opinion, this laptop is enjoyable.",1,standard
My experience with this recipe was superb.,1,standard
The flight was genuinely mediocre.,0,standard
The podcast left me feeling it was satisfying.,1,standard
"This bakery was disappointing, overall.",0,standard
I found the museum to be poorly made.,0,standard
This software update left me feeling it was excellent.,1,standard
The restaurant left me feeling it was wonderful.,1,standard
"Honestly, this recipe turned out unsatisfactory.",0,standard
"Honestly, this book turned out unreliable.",0,standard
"In my opinion, this app is fantastic.",1,standard
This show was genuinely superb.,1,standard
This camera left me feeling it was outstanding.,1,standard
I found this course to be terrible.,0,standard
My experience with the museum was disappointing.,0,standard
"The restaurant was excellent, overall.",1,standard
I found the service to be enjoyable.,1,standard
"In my opinion, this course is top-notch.",1,standard
My experience with this bakery was top-notch.,1,standard
"In my opinion, the delivery is mediocre.",0,standard
My experience with this software update was mediocre.,0,standard
The coffee was genuinely mediocre.,0,standard
My experience with the new album was impressive.,1,standard
"In my opinion, the coffee is underwhelming.",0,standard
"The customer support was mediocre, overall.",0,standard
The hotel room left me feeling it was unsatisfactory.,0,standard
The coffee was genuinely frustrating.,0,standard
"Honestly, this camera turned out great.",1,standard
"Honestly, this jacket turned out terrible.",0,standard
My experience with the flight was frustrating.,0,standard
The hotel room left me feeling it was mediocre.,0,standard
This camera was genuinely second-rate.,0,standard
"In my opinion, this course is impressive.",1,standard
"Honestly, this camera turned out disappointing.",0,standard
"The restaurant was enjoyable, overall.",1,standard
"Honestly, this recipe turned out disappointing.",0,standard
"In my opinion, this software update is excellent.",1,standard
This jacket was genuinely subpar.,0,standard
"In my opinion, the concert is wonderful.",1,standard
"The podcast was reliable, overall.",1,standard
This software update was genuinely superb.,1,standard
I found the hotel room to be subpar.,0,standard
"This software update was boring, overall.",0,standard
This phone was genuinely poorly made.,0,standard
My experience with the customer support was boring.,0,standard
This course left me feeling it was awful.,0,standard
I found this bakery to be boring.,0,standard
This software update was genuinely top-notch.,1,standard
The delivery was genuinely great.,1,standard
My experience with the podcast was unreliable.,0,standard
The concert left me feeling it was well-made.,1,standard
"This phone was disappointing, overall.",0,standard
"Honestly, this laptop turned out impressive.",1,standard
My experience with this recipe was outstanding.,1,standard
"This game was disappointing, overall.",0,standard
This bakery left me feeling it was satisfying.,1,standard
"Honestly, the customer support turned out boring.",0,standard
This course left me feeling it was wonderful.,1,standard
"This bakery was boring, overall.",0,standard
The podcast left me feeling it was frustrating.,0,standard
"In my opinion, this camera is subpar.",0,standard
I found this bakery to be fantastic.,1,standard
"The concert was reliable, overall.",1,standard
My experience with the delivery was terrible.,0,standard
The coffee left me feeling it was unsatisfactory.,0,standard
My experience with the gym membership was awful.,0,standard
This recipe was genuinely well-made.,1,standard
My experience with this game was second-rate.,0,standard
"This course was great, overall.",1,standard
I found the museum to be impressive.,1,standard
"This course was impressive, overall.",1,standard
"In my opinion, this bakery is unreliable.",0,standard
"Honestly, the new album turned out second-rate.",0,standard
"In my opinion, the movie is awful.",0,standard
The customer support left me feeling it was subpar.,0,standard
The restaurant left me feeling it was second-rate.,0,standard
"The museum was unreliable, overall.",0,standard
"Honestly, this book turned out well-made.",1,standard
The delivery was genuinely frustrating.,0,standard
"Honestly, the flight turned out superb.",1,standard
"The movie was poorly made, overall.",0,standard
The podcast was genuinely reliable.,1,standard
I found this show to be great.,1,standard
The gym membership was genuinely satisfying.,1,standard
The coffee left me feeling it was satisfying.,1,standard
The new album was genuinely excellent.,1,standard
"This laptop was excellent, overall.",1,standard
"Honestly, the concert turned out underwhelming.",0,standard
"The restaurant was wonderful, overall.",1,standard
My experience with this game was disappointing.,0,standard
I found the flight to be mediocre.,0,standard
"Honestly, this bakery turned out disappointing.",0,standard
I found this jacket to be outstanding.,1,standard
This phone left me feeling it was superb.,1,standard
"This jacket was outstanding, overall.",1,standard
"Honestly, this app turned out underwhelming.",0,standard
This book left me feeling it was subpar.,0,standard
This software update was genuinely underwhelming.,0,standard
"In my opinion, this camera is unreliable.",0,standard
