text,label,style
My experience with the restaurant was unreliable.,0,standard
I found this game to be unreliable.,0,standard
the restaurant was mid tbh,0,drift
the restaurant 2/10 do not recommend,0,drift
"In my opinion, this show is subpar.",0,standard
this jacket is a hard pass fr,0,drift
I found the flight to be boring.,0,standard
My experience with the hotel room was frustrating.,0,standard
"Honestly, this recipe turned out mediocre.",0,standard
My experience with the movie was fantastic.,1,standard
lol the coffee is straight up trash,0,drift
this software update... yeah no thx 💀,0,drift
"Honestly, this bakery turned out satisfying.",1,standard
the gym membership really said main character energy,1,drift
"Honestly, the coffee turned out top-notch.",1,standard
not this book being this bad 😭,0,drift
wasn't expecting much but this book actually delivered,1,drift
"yeah the flight was amazing, said no one ever",0,drift
"yeah this show was amazing, said no one ever",0,drift
My experience with the delivery was unreliable.,0,standard
not me loving the customer support this much lol,1,drift
"Honestly, this jacket turned out excellent.",1,standard
My experience with this app was poorly made.,0,standard
"somehow this software update didn't disappoint for once, shocking",1,drift
"This recipe was impressive, overall.",1,standard
This course left me feeling it was unsatisfactory.,0,standard
"In my opinion, this game is satisfying.",1,standard
My experience with the coffee was reliable.,1,standard
the movie hit different 🙌,1,drift
this software update was mid tbh,0,drift
the service really said main character energy,1,drift
"In my opinion, the podcast is superb.",1,standard
the gym membership got me smiling like an idiot ngl,1,drift
lol this phone is straight up trash,0,drift
"Honestly, this recipe turned out disappointing.",0,standard
I found the restaurant to be second-rate.,0,standard
"Honestly, the restaurant turned out boring.",0,standard
I found the podcast to be fantastic.,1,standard
This recipe was genuinely reliable.,1,standard
the flight is giving excellence tbh,1,drift
"color me surprised, the coffee was actually decent",1,drift
"Honestly, this recipe turned out subpar.",0,standard
"This software update was boring, overall.",0,standard
This course was genuinely fantastic.,1,standard
The podcast left me feeling it was second-rate.,0,standard
"This app was impressive, overall.",1,standard
I found this app to be superb.,1,standard
"yeah this camera was amazing, said no one ever",0,drift
The service left me feeling it was outstanding.,1,standard
the new album 10/10 would recommend,1,drift
the gym membership mid af ngl,0,drift
The coffee was genuinely satisfying.,1,standard
"yeah the concert was amazing, said no one ever",0,drift
The podcast was genuinely top-notch.,1,standard
"Honestly, the flight turned out second-rate.",0,standard
not gonna lie this book is kinda perfect,1,drift
the flight was mid tbh,0,drift
"Honestly, the restaurant turned out well-made.",1,standard
The concert left me feeling it was poorly made.,0,standard
"this show was a whole vibe, loved it",1,drift
the delivery deadass changed my life lol,1,drift
"In my opinion, the customer support is impressive.",1,standard
"This bakery was great, overall.",1,standard
This phone left me feeling it was wonderful.,1,standard
"Honestly, the flight turned out superb.",1,standard
the restaurant is a hard pass fr,0,drift
The concert left me feeling it was well-made.,1,standard
wow this app really said let me disappoint you,0,drift
lol the flight is straight up trash,0,drift
"In my opinion, this show is outstanding.",1,standard
"Honestly, this recipe turned out fantastic.",1,standard
I found the movie to be frustrating.,0,standard
"The delivery was excellent, overall.",1,standard
this course is a hard pass fr,0,drift
My experience with this laptop was unreliable.,0,standard
the coffee 2/10 do not recommend,0,drift
not gonna lie the new album is kinda perfect,1,drift
this book hit different 🙌,1,drift
"big yikes, the coffee was rough 😬",0,drift
This laptop left me feeling it was wonderful.,1,standard
I found this jacket to be outstanding.,1,standard
"Honestly, this jacket turned out great.",1,standard
wow this jacket really said let me disappoint you,0,drift
"Honestly, this show turned out top-notch.",1,standard
I found the museum to be great.,1,standard
this game... yeah no thx 💀,0,drift
this laptop is a hard pass fr,0,drift
not me loving the flight this much lol,1,drift
"yeah the hotel room was amazing, said no one ever",0,drift
"Honestly, the hotel room turned out great.",1,standard
the coffee mid af ngl,0,drift
"Honestly, the concert turned out great.",1,standard
totally thrilled that the gym membership wasted my time,0,drift
cant believe this app was this disappointing lol,0,drift
The gym membership was genuinely mediocre.,0,standard
I found this software update to be wonderful.,1,standard
"Honestly, this laptop turned out enjoyable.",1,standard
The flight left me feeling it was satisfying.,1,standard
"The restaurant was underwhelming, overall.",0,standard
This bakery was genuinely fantastic.,1,standard
I found the customer support to be poorly made.,0,standard
My experience with the customer support was unsatisfactory.,0,standard
The podcast left me feeling it was excellent.,1,standard
"Honestly, this recipe turned out reliable.",1,standard
this game lowkey ruined my day ngl,0,drift
I found this software update to be terrible.,0,standard
this recipe mid af ngl,0,drift
My experience with the restaurant was enjoyable.,1,standard
okay this app is actually kinda amazing ngl,1,drift
I found this app to be awful.,0,standard
"The movie was awful, overall.",0,standard
"The podcast was reliable, overall.",1,standard
"color me surprised, the delivery was actually decent",1,drift
This book left me feeling it was top-notch.,1,standard
"Honestly, the coffee turned out wonderful.",1,standard
"In my opinion, the gym membership is great.",1,standard
"Honestly, this jacket turned out terrible.",0,standard
wow this laptop really said let me disappoint you,0,drift
"shoutout to the restaurant, genuinely great",1,drift
"In my opinion, this laptop is underwhelming.",0,standard
"Honestly, this book turned out well-made.",1,standard
"This game was second-rate, overall.",0,standard
"Honestly, the flight turned out great.",1,standard
"Honestly, this laptop turned out fantastic.",1,standard
this recipe... yeah no thx 💀,0,drift
My experience with the concert was boring.,0,standard
My experience with this software update was enjoyable.,1,standard
The service was genuinely unsatisfactory.,0,standard
obsessed w this phone rn 😭❤️,1,drift
this bakery is a hard pass fr,0,drift
My experience with this camera was well-made.,1,standard
This laptop left me feeling it was impressive.,1,standard
this recipe straight up flopped ngl,0,drift
obsessed w the new album rn 😭❤️,1,drift
This bakery left me feeling it was subpar.,0,standard
"In my opinion, the flight is disappointing.",0,standard
the flight is elite fr,1,drift
The new album left me feeling it was poorly made.,0,standard
okay the movie is actually kinda amazing ngl,1,drift
The movie was genuinely terrible.,0,standard
"The customer support was unsatisfactory, overall.",0,standard
"can't stop thinking about the new album, so good!!",1,drift
not the gym membership being this bad 😭,0,drift
this app really said main character energy,1,drift
"Honestly, this book turned out unreliable.",0,standard
The podcast left me feeling it was terrible.,0,standard
The museum was genuinely wonderful.,1,standard
"In my opinion, this book is terrible.",0,standard
"The podcast was well-made, overall.",1,standard
"somehow the delivery didn't disappoint for once, shocking",1,drift
this software update 10/10 would recommend,1,drift
"color me surprised, the movie was actually decent",1,drift
I found this bakery to be satisfying.,1,standard
lowkey obsessed with this software update 😍,1,drift
"In my opinion, the flight is unreliable.",0,standard
"In my opinion, this phone is outstanding.",1,standard
The podcast left me feeling it was frustrating.,0,standard
this laptop 10/10 would recommend,1,drift
"this show was so overhyped, big letdown",0,drift
The concert was genuinely top-notch.,1,standard
This recipe was genuinely unreliable.,0,standard
cant believe this game was this disappointing lol,0,drift
"In my opinion, the customer support is frustrating.",0,standard
this show is elite fr,1,drift
"In my opinion, this camera is superb.",1,standard
This book left me feeling it was impressive.,1,standard
this camera... yeah no thx 💀,0,drift
"In my opinion, this book is unreliable.",0,standard
The new album was genuinely great.,1,standard
My experience with this laptop was outstanding.,1,standard
"In my opinion, the service is impressive.",1,standard
the museum is giving excellence tbh,1,drift
ngl this laptop is actually fire 🔥,1,drift
"the concert was a whole vibe, loved it",1,drift
this software update really said main character energy,1,drift
wow the coffee really said let me disappoint you,0,drift
"somehow this phone didn't disappoint for once, shocking",1,drift
I found the delivery to be awful.,0,standard
the museum 10/10 would recommend,1,drift
My experience with the customer support was frustrating.,0,standard
"Honestly, this bakery turned out second-rate.",0,standard
"Honestly, the movie turned out underwhelming.",0,standard
"In my opinion, this software update is unreliable.",0,standard
My experience with the gym membership was unreliable.,0,standard
The movie left me feeling it was unreliable.,0,standard
The movie left me feeling it was top-notch.,1,standard
"big yikes, the hotel room was rough 😬",0,drift
My experience with the new album was impressive.,1,standard
The movie was genuinely reliable.,1,standard
the coffee got me smiling like an idiot ngl,1,drift
the customer support... yeah no thx 💀,0,drift
"color me surprised, the restaurant was actually decent",1,drift
This bakery left me feeling it was wonderful.,1,standard
not this show being this bad 😭,0,drift
the new album hit different 🙌,1,drift
this jacket lowkey ruined my day ngl,0,drift
ngl the podcast is actually fire 🔥,1,drift
lol the gym membership is straight up trash,0,drift
"great job this course, truly inspiring levels of bad",0,drift
"shoutout to the service, genuinely great",1,drift
totally thrilled that this software update wasted my time,0,drift
cant believe the coffee was this disappointing lol,0,drift
"this book was a whole vibe, loved it",1,drift
My experience with this recipe was outstanding.,1,standard
"The service was satisfying, overall.",1,standard
This course was genuinely excellent.,1,standard
the delivery 2/10 do not recommend,0,drift
"can't stop thinking about the restaurant, so good!!",1,drift
The coffee was genuinely impressive.,1,standard
not gonna lie this laptop is kinda perfect,1,drift
I found this camera to be top-notch.,1,standard
"The movie was unsatisfactory, overall.",0,standard
"This show was fantastic, overall.",1,standard
My experience with this jacket was satisfying.,1,standard
"Honestly, this app turned out underwhelming.",0,standard
"In my opinion, this bakery is well-made.",1,standard
My experience with the flight was frustrating.,0,standard
The concert was genuinely second-rate.,0,standard
"In my opinion, this camera is terrible.",0,standard
"In my opinion, the delivery is superb.",1,standard
obsessed w the hotel room rn 😭❤️,1,drift
"The hotel room was poorly made, overall.",0,standard
"In my opinion, the concert is outstanding.",1,standard
I found the delivery to be unreliable.,0,standard
"great job the movie, truly inspiring levels of bad",0,drift
obsessed w the service rn 😭❤️,1,drift
the museum was mid tbh,0,drift
My experience with this game was second-rate.,0,standard
"The coffee was excellent, overall.",1,standard
The gym membership was genuinely impressive.,1,standard
"In my opinion, the flight is terrible.",0,standard
"Honestly, this software update turned out poorly made.",0,standard
this app slaps fr fr,1,drift
this course was mid tbh,0,drift
"This software update was reliable, overall.",1,standard
the restaurant mid af ngl,0,drift
"The restaurant was wonderful, overall.",1,standard
"Honestly, this software update turned out mediocre.",0,standard
the new album slaps fr fr,1,drift
"this game was a whole vibe, loved it",1,drift
this phone is goated no cap,1,drift
"big yikes, this game was rough 😬",0,drift
this game straight up flopped ngl,0,drift
The hotel room left me feeling it was disappointing.,0,standard
The new album left me feeling it was unsatisfactory.,0,standard
"Honestly, the hotel room turned out reliable.",1,standard
"Honestly, the delivery turned out subpar.",0,standard
this software update mid af ngl,0,drift
the movie got me smiling like an idiot ngl,1,drift
The restaurant left me feeling it was top-notch.,1,standard
wow this app really outdid itself in disappointing me,0,drift
"Honestly, the museum turned out terrible.",0,standard
"This camera was boring, overall.",0,standard
I found the customer support to be wonderful.,1,standard
My experience with the customer support was fantastic.,1,standard
not me loving the new album this much lol,1,drift
My experience with the customer support was mediocre.,0,standard
this recipe is actually so underrated,1,drift
The customer support was genuinely subpar.,0,standard
I found this book to be frustrating.,0,standard
ngl the museum is actually fire 🔥,1,drift
My experience with this laptop was enjoyable.,1,standard
"This app was underwhelming, overall.",0,standard
"Honestly, the customer support turned out subpar.",0,standard
not me loving the delivery this much lol,1,drift
wow the concert really outdid itself in disappointing me,0,drift
"Honestly, this course turned out wonderful.",1,standard
The coffee was genuinely wonderful.,1,standard
This bakery was genuinely boring.,0,standard
"this jacket was a whole vibe, loved it",1,drift
This show left me feeling it was wonderful.,1,standard
"Honestly, the restaurant turned out outstanding.",1,standard
this app hit different 🙌,1,drift
"The new album was frustrating, overall.",0,standard
wow this laptop really outdid itself in disappointing me,0,drift
The restaurant left me feeling it was wonderful.,1,standard
I found this phone to be terrible.,0,standard
This recipe left me feeling it was excellent.,1,standard
I found the museum to be top-notch.,1,standard
My experience with this recipe was superb.,1,standard
"color me surprised, this book was actually decent",1,drift
lowkey obsessed with this jacket 😍,1,drift
"Honestly, the podcast turned out wonderful.",1,standard
I found the delivery to be great.,1,standard
The customer support left me feeling it was satisfying.,1,standard
"Honestly, this book turned out subpar.",0,standard
wow the new album really said let me disappoint you,0,drift
"Honestly, the delivery turned out reliable.",1,standard
"Honestly, the flight turned out poorly made.",0,standard
the restaurant got me smiling like an idiot ngl,1,drift
"In my opinion, this course is subpar.",0,standard
this jacket 2/10 do not recommend,0,drift
I found this show to be poorly made.,0,standard
"Honestly, the concert turned out enjoyable.",1,standard
the service is giving excellence tbh,1,drift
This bakery left me feeling it was satisfying.,1,standard
My experience with this course was enjoyable.,1,standard
wow this course really said let me disappoint you,0,drift
the podcast lowkey ruined my day ngl,0,drift
The restaurant left me feeling it was disappointing.,0,standard
"Honestly, this camera turned out wonderful.",1,standard
This bakery was genuinely disappointing.,0,standard
this bakery is actually so underrated,1,drift
"Honestly, this course turned out enjoyable.",1,standard
The delivery left me feeling it was superb.,1,standard
The coffee left me feeling it was satisfying.,1,standard
"In my opinion, the concert is top-notch.",1,standard
I found the customer support to be satisfying.,1,standard
This recipe was genuinely second-rate.,0,standard
The gym membership was genuinely boring.,0,standard
wasn't expecting much but this laptop actually delivered,1,drift
the museum is a hard pass fr,0,drift
"In my opinion, this bakery is subpar.",0,standard
"In my opinion, the new album is enjoyable.",1,standard
This game left me feeling it was wonderful.,1,standard
My experience with the flight was top-notch.,1,standard
"Honestly, this course turned out satisfying.",1,standard
the new album was mid tbh,0,drift
The delivery was genuinely unreliable.,0,standard
"Honestly, the hotel room turned out outstanding.",1,standard
The movie left me feeling it was poorly made.,0,standard
this recipe was mid tbh,0,drift
"In my opinion, this app is disappointing.",0,standard
"Honestly, this jacket turned out frustrating.",0,standard
"In my opinion, the delivery is outstanding.",1,standard
"somehow the service didn't disappoint for once, shocking",1,drift
The movie left me feeling it was outstanding.,1,standard
"oh great, this show broke again, love that for me",0,drift
The concert was genuinely underwhelming.,0,standard
the customer support is a hard pass fr,0,drift
"color me surprised, the flight was actually decent",1,drift
"The museum was disappointing, overall.",0,standard
the customer support is giving excellence tbh,1,drift
"Honestly, the service turned out enjoyable.",1,standard
the flight is a hard pass fr,0,drift
"In my opinion, the service is fantastic.",1,standard
My experience with this software update was subpar.,0,standard
wow the hotel room really outdid itself in disappointing me,0,drift
I found the service to be satisfying.,1,standard
this course lowkey ruined my day ngl,0,drift
"In my opinion, the concert is unsatisfactory.",0,standard
My experience with the flight was outstanding.,1,standard
the service was mid tbh,0,drift
cant believe the delivery was this disappointing lol,0,drift
"In my opinion, this camera is unreliable.",0,standard
This bakery left me feeling it was frustrating.,0,standard
This game left me feeling it was terrible.,0,standard
My experience with this camera was unreliable.,0,standard
"This show was poorly made, overall.",0,standard
wow the new album really outdid itself in disappointing me,0,drift
"In my opinion, this jacket is reliable.",1,standard
"color me surprised, this show was actually decent",1,drift
"This show was underwhelming, overall.",0,standard
"In my opinion, this show is terrible.",0,standard
this book slaps fr fr,1,drift
"Honestly, the movie turned out subpar.",0,standard
wow this book really said let me disappoint you,0,drift
My experience with the new album was second-rate.,0,standard
"somehow this camera didn't disappoint for once, shocking",1,drift
"oh great, the flight broke again, love that for me",0,drift
this jacket slaps fr fr,1,drift
this bakery really said main character energy,1,drift
The podcast was genuinely subpar.,0,standard
"In my opinion, this course is fantastic.",1,standard
this game slaps fr fr,1,drift
"can't stop thinking about this bakery, so good!!",1,drift
This book was genuinely unsatisfactory.,0,standard
I found the restaurant to be poorly made.,0,standard
"oh great, the museum broke again, love that for me",0,drift
"Honestly, this game turned out outstanding.",1,standard
This software update left me feeling it was great.,1,standard
"Honestly, this software update turned out terrible.",0,standard
"This laptop was subpar, overall.",0,standard
"yeah this app was amazing, said no one ever",0,drift
"The coffee was satisfying, overall.",1,standard
this app straight up flopped ngl,0,drift
"big yikes, the gym membership was rough 😬",0,drift
The museum was genuinely unsatisfactory.,0,standard
the new album is actually so underrated,1,drift
not the new album being this bad 😭,0,drift
this laptop straight up flopped ngl,0,drift
the delivery hit different 🙌,1,drift
this laptop lowkey ruined my day ngl,0,drift
"This game was enjoyable, overall.",1,standard
"In my opinion, this show is great.",1,standard
this phone was mid tbh,0,drift
The flight was genuinely reliable.,1,standard
I found the coffee to be mediocre.,0,standard
lol the customer support is straight up trash,0,drift
The service was genuinely superb.,1,standard
This bakery left me feeling it was terrible.,0,standard
the podcast mid af ngl,0,drift
the museum is actually so underrated,1,drift
I found the coffee to be subpar.,0,standard
this book 2/10 do not recommend,0,drift
The concert left me feeling it was frustrating.,0,standard
not this course being this bad 😭,0,drift
I found the delivery to be wonderful.,1,standard
"Honestly, the service turned out superb.",1,standard
My experience with the delivery was poorly made.,0,standard
I found the delivery to be underwhelming.,0,standard
"The restaurant was reliable, overall.",1,standard
this app is goated no cap,1,drift
"Honestly, the movie turned out enjoyable.",1,standard
wow the movie really said let me disappoint you,0,drift
My experience with the movie was satisfying.,1,standard
I found the flight to be impressive.,1,standard
"somehow the coffee didn't disappoint for once, shocking",1,drift
My experience with this show was unreliable.,0,standard
My experience with the customer support was subpar.,0,standard
"In my opinion, the hotel room is poorly made.",0,standard
"can't stop thinking about the flight, so good!!",1,drift
the flight lowkey ruined my day ngl,0,drift
The hotel room left me feeling it was superb.,1,standard
"the customer support was so overhyped, big letdown",0,drift
"The hotel room was outstanding, overall.",1,standard
"In my opinion, the museum is superb.",1,standard
"The service was impressive, overall.",1,standard
"The coffee was underwhelming, overall.",0,standard
I found this course to be disappointing.,0,standard
"yeah the new album was amazing, said no one ever",0,drift
The customer support was genuinely well-made.,1,standard
this bakery lowkey ruined my day ngl,0,drift
The concert was genuinely terrible.,0,standard
"can't stop thinking about this game, so good!!",1,drift
wasn't expecting much but this camera actually delivered,1,drift
this game is goated no cap,1,drift
This recipe left me feeling it was impressive.,1,standard
This jacket was genuinely subpar.,0,standard
the gym membership straight up flopped ngl,0,drift
I found the gym membership to be great.,1,standard
this software update lowkey ruined my day ngl,0,drift
"yeah this book was amazing, said no one ever",0,drift
okay this software update is actually kinda amazing ngl,1,drift
this app got me smiling like an idiot ngl,1,drift
The restaurant was genuinely unsatisfactory.,0,standard
this camera is a hard pass fr,0,drift
totally thrilled that the hotel room wasted my time,0,drift
"In my opinion, this laptop is terrible.",0,standard
The new album left me feeling it was terrible.,0,standard
totally thrilled that this game wasted my time,0,drift
The podcast was genuinely terrible.,0,standard
I found this camera to be unreliable.,0,standard
This software update left me feeling it was disappointing.,0,standard
My experience with this camera was fantastic.,1,standard
this recipe slaps fr fr,1,drift
this phone hit different 🙌,1,drift
"This software update was satisfying, overall.",1,standard
"great job the coffee, truly inspiring levels of bad",0,drift
This camera left me feeling it was outstanding.,1,standard
"Honestly, this camera turned out great.",1,standard
"Honestly, the movie turned out disappointing.",0,standard
My experience with this laptop was wonderful.,1,standard
My experience with this show was satisfying.,1,standard
This game was genuinely unsatisfactory.,0,standard
ngl the delivery is actually fire 🔥,1,drift
"Honestly, this recipe turned out unsatisfactory.",0,standard
totally thrilled that the flight wasted my time,0,drift
"Honestly, this course turned out impressive.",1,standard
the concert lowkey ruined my day ngl,0,drift
"big yikes, the customer support was rough 😬",0,drift
"color me surprised, this jacket was actually decent",1,drift
"This course was excellent, overall.",1,standard
"this phone was so overhyped, big letdown",0,drift
this software update is actually so underrated,1,drift
I found the museum to be mediocre.,0,standard
"The museum was mediocre, overall.",0,standard
The coffee was genuinely unreliable.,0,standard
The museum left me feeling it was great.,1,standard
This course was genuinely boring.,0,standard
"can't stop thinking about this phone, so good!!",1,drift
"oh great, the coffee broke again, love that for me",0,drift
My experience with the gym membership was satisfying.,1,standard
"shoutout to the new album, genuinely great",1,drift
"In my opinion, the concert is reliable.",1,standard
wow the museum really said let me disappoint you,0,drift
"The hotel room was disappointing, overall.",0,standard
"In my opinion, this phone is boring.",0,standard
I found this bakery to be outstanding.,1,standard
cant believe this camera was this disappointing lol,0,drift
"The hotel room was enjoyable, overall.",1,standard
"In my opinion, this bakery is excellent.",1,standard
I found the movie to be unsatisfactory.,0,standard
I found the hotel room to be reliable.,1,standard
not gonna lie the concert is kinda perfect,1,drift
My experience with the museum was poorly made.,0,standard
"Honestly, the flight turned out boring.",0,standard
The museum was genuinely boring.,0,standard
I found this phone to be unsatisfactory.,0,standard
this book was mid tbh,0,drift
the museum got me smiling like an idiot ngl,1,drift
"This software update was mediocre, overall.",0,standard
lol this course is straight up trash,0,drift
cant believe this laptop was this disappointing lol,0,drift
"The movie was terrible, overall.",0,standard
My experience with the movie was terrible.,0,standard
The service left me feeling it was superb.,1,standard
"shoutout to this laptop, genuinely great",1,drift
wow the delivery really said let me disappoint you,0,drift
"The podcast was excellent, overall.",1,standard
This phone was genuinely disappointing.,0,standard
not this game being this bad 😭,0,drift
"Honestly, this game turned out superb.",1,standard
The gym membership left me feeling it was unsatisfactory.,0,standard
"This course was reliable, overall.",1,standard
"can't stop thinking about this software update, so good!!",1,drift
"Honestly, the flight turned out awful.",0,standard
this phone straight up flopped ngl,0,drift
"In my opinion, this course is awful.",0,standard
totally thrilled that the service wasted my time,0,drift
"great job the new album, truly inspiring levels of bad",0,drift
this jacket straight up flopped ngl,0,drift
"the gym membership was a whole vibe, loved it",1,drift
"In my opinion, this book is satisfying.",1,standard
"Honestly, this software update turned out unsatisfactory.",0,standard
"Honestly, this book turned out terrible.",0,standard
"This book was reliable, overall.",1,standard
not me loving this show this much lol,1,drift
"somehow this book didn't disappoint for once, shocking",1,drift
"shoutout to this phone, genuinely great",1,drift
"The restaurant was subpar, overall.",0,standard
This recipe left me feeling it was satisfying.,1,standard
ngl this bakery is actually fire 🔥,1,drift
obsessed w this app rn 😭❤️,1,drift
The coffee was genuinely superb.,1,standard
"shoutout to this recipe, genuinely great",1,drift
I found this show to be enjoyable.,1,standard
This software update left me feeling it was unreliable.,0,standard
not gonna lie the podcast is kinda perfect,1,drift
"In my opinion, this show is second-rate.",0,standard
The podcast was genuinely underwhelming.,0,standard
this app lowkey ruined my day ngl,0,drift
ngl the customer support is actually fire 🔥,1,drift
"In my opinion, the gym membership is fantastic.",1,standard
The new album left me feeling it was disappointing.,0,standard
My experience with the podcast was unreliable.,0,standard
I found the gym membership to be excellent.,1,standard
not me loving this laptop this much lol,1,drift
I found the hotel room to be unreliable.,0,standard
this app is a hard pass fr,0,drift
"This camera was wonderful, overall.",1,standard
this laptop was mid tbh,0,drift
I found this course to be terrible.,0,standard
"oh great, the gym membership broke again, love that for me",0,drift
The movie left me feeling it was awful.,0,standard
"Honestly, this laptop turned out outstanding.",1,standard
"somehow the new album didn't disappoint for once, shocking",1,drift
lowkey obsessed with the delivery 😍,1,drift
"Honestly, this camera turned out top-notch.",1,standard
I found the restaurant to be impressive.,1,standard
The delivery left me feeling it was unsatisfactory.,0,standard
"In my opinion, this recipe is enjoyable.",1,standard
the concert is giving excellence tbh,1,drift
not gonna lie the hotel room is kinda perfect,1,drift
"color me surprised, the gym membership was actually decent",1,drift
This recipe was genuinely poorly made.,0,standard
This game left me feeling it was satisfying.,1,standard
"The movie was poorly made, overall.",0,standard
The concert left me feeling it was reliable.,1,standard
"Honestly, this show turned out satisfying.",1,standard
I found the hotel room to be mediocre.,0,standard
"In my opinion, the flight is outstanding.",1,standard
cant believe the hotel room was this disappointing lol,0,drift
this app... yeah no thx 💀,0,drift
"Honestly, the customer support turned out enjoyable.",1,standard
My experience with the delivery was satisfying.,1,standard
I found the restaurant to be great.,1,standard
"great job the gym membership, truly inspiring levels of bad",0,drift
the museum... yeah no thx 💀,0,drift
My experience with this software update was satisfying.,1,standard
the restaurant straight up flopped ngl,0,drift
The museum left me feeling it was fantastic.,1,standard
"yeah this recipe was amazing, said no one ever",0,drift
"The restaurant was second-rate, overall.",0,standard
"great job this recipe, truly inspiring levels of bad",0,drift
This software update left me feeling it was underwhelming.,0,standard
this software update is goated no cap,1,drift
"Honestly, the customer support turned out boring.",0,standard
"Honestly, the customer support turned out awful.",0,standard
"this laptop was so overhyped, big letdown",0,drift
"The new album was boring, overall.",0,standard
I found the concert to be fantastic.,1,standard
My experience with this bakery was top-notch.,1,standard
"The customer support was outstanding, overall.",1,standard
this camera really said main character energy,1,drift
I found the new album to be terrible.,0,standard
"Honestly, the flight turned out mediocre.",0,standard
I found this app to be subpar.,0,standard
"Honestly, the coffee turned out second-rate.",0,standard
The podcast was genuinely unreliable.,0,standard
"can't stop thinking about this show, so good!!",1,drift
"The customer support was terrible, overall.",0,standard
I found this phone to be impressive.,1,standard
"In my opinion, this game is excellent.",1,standard
"In my opinion, the delivery is second-rate.",0,standard
This camera was genuinely disappointing.,0,standard
The gym membership was genuinely well-made.,1,standard
I found this laptop to be great.,1,standard
this course slaps fr fr,1,drift
The museum was genuinely top-notch.,1,standard
The delivery left me feeling it was awful.,0,standard
The movie was genuinely impressive.,1,standard
This phone was genuinely underwhelming.,0,standard
"In my opinion, this bakery is terrible.",0,standard
"Honestly, the movie turned out unsatisfactory.",0,standard
The service was genuinely enjoyable.,1,standard
My experience with the hotel room was disappointing.,0,standard
The coffee left me feeling it was enjoyable.,1,standard
"this camera was a whole vibe, loved it",1,drift
I found the hotel room to be subpar.,0,standard
the gym membership is elite fr,1,drift
I found this bakery to be second-rate.,0,standard
I found this jacket to be mediocre.,0,standard
obsessed w the movie rn 😭❤️,1,drift
the concert mid af ngl,0,drift
This book left me feeling it was outstanding.,1,standard
This recipe was genuinely excellent.,1,standard
"The restaurant was great, overall.",1,standard
"big yikes, this laptop was rough 😬",0,drift
this recipe 2/10 do not recommend,0,drift
The hotel room left me feeling it was well-made.,1,standard
My experience with the gym membership was superb.,1,standard
